1.,0.
1.5,0.
2.,0.
2.5,0.
3.,0.
3.5,0.
4.,0.
4.5,0.
5.,0.
5.5,0.
6.,0.
6.5,0.
7.,0.
7.5,0.
8.,0.
8.5,0.
9.,0.
9.5,0.
10.,0.
10.5,0.
11.,0.
11.5,0.
12.,0.
12.5,0.
13.,0.
13.5,0.
14.,0.
14.5,0.
15.,0.
15.5,0.
16.,1.6912020043991526e-47
16.5,3.64388531687257e-46
17.,1.2093166507520272e-45
17.5,2.6196770512467303e-45
18.,4.6669443758933377e-45
18.5,7.426095304249619e-45
19.,1.0975596976213718e-44
19.5,1.5397388463207376e-44
20.,2.0776856074224674e-44
20.5,2.7202802831652585e-44
21.,3.476741238232196e-44
21.5,4.3566207581150727e-44
22.,5.369800396368333e-44
22.5,6.526485830522221e-44
23.,7.837201244761858e-44
23.5,9.312783256021812e-44
24.,1.0964374398894865e-43
24.5,1.2803416183701466e-43
25.,1.4841641697894275e-43
25.5,1.7091068020928501e-43
26.,1.9563987828231002e-43
26.5,2.2272961035221412e-43
27.,2.5230805871018013e-43
27.5,2.8450589638683227e-43
28.,3.1945619132699383e-43
28.5,3.5729430724682522e-43
29.,3.981578012831471e-43
29.5,4.421863185449232e-43
30.,4.8952148367742425e-43
30.5,5.4030678955044565e-43
31.,5.946874831830354e-43
31.5,6.528104490184758e-43
32.,7.148240896646703e-43
32.5,7.808782042166282e-43
33.,8.51123864279309e-43
33.5,9.25713287810763e-43
34.,1.0047997109071114e-42
34.5,1.0885372576525964e-42
35.,1.1770808077561407e-42
35.5,1.2705858645830224e-42
36.,1.3692084173720846e-42
36.5,1.4731048063691628e-42
37.,1.5824315844586833e-42
37.5,1.6973453780788756e-42
38.,1.8180027471067402e-42
38.5,1.9445600438471504e-42
39.,2.0771732712613786e-42
39.5,2.2159979405712637e-42
40.,2.3611889283759524e-42
40.5,2.512900333418754e-42
41.,2.6712853331421667e-42
41.5,2.8364960401694352e-42
42.,3.008683358851309e-42
42.5,3.1879968420166724e-42
43.,3.374584548065664e-42
43.5,3.568592898543844e-42
44.,3.7701665363354085e-42
44.5,3.979448184613211e-42
45.,4.1965785066825284e-42
45.5,4.421695966854937e-42
46.,4.654936692487588e-42
46.5,4.896434337322288e-42
47.,5.146319946257462e-42
47.5,5.4047218216849025e-42
48.,5.6717653915215815e-42
48.5,5.94757307906541e-42
49.,6.232264174801829e-42
49.5,6.525954710286541e-42
50.,6.828757334227471e-42
50.5,7.140781190886975e-42
51.,7.462131800923136e-42
51.5,7.792910944786508e-42
52.,8.133216548786205e-42
52.5,8.483142573936553e-42
53.,8.842778907692994e-42
53.5,9.212211258682643e-42
54.,9.591521054532495e-42
54.5,9.980785342894735e-42
55.,1.0380076695765657e-41
55.5,1.0789463117191444e-41
56.,1.1209007961954515e-41
56.5,1.1638769821412471e-41
57.,1.2078802483707492e-41
57.5,1.2529154828959641e-41
58.,1.2989870761691316e-41
58.5,1.3460989140616167e-41
59.,1.3942543712368048e-41
59.5,1.443456304923393e-41
60.,1.4937070490950703e-41
60.5,1.5450084090621707e-41
61.,1.5973616564804975e-41
61.5,1.650767524782063e-41
62.,1.7052262050321117e-41
62.5,1.7607373422163497e-41
63.,1.8173000319618665e-41
63.5,1.8749128176948575e-41
64.,1.933573688237754e-41
64.5,1.993280075848005e-41
65.,2.0540288547002575e-41
65.5,2.1158163398133185e-41
66.,2.1786382864227735e-41
66.5,2.242489889799761e-41
67.,2.3073657855159257e-41
67.5,2.373260050154188e-41
68.,2.4401662024644797e-41
68.5,2.508077204963204e-41
69.,2.5769854659747507e-41
69.5,2.646882842112975e-41
70.,2.7177606412000733e-41
70.5,2.789609625619993e-41
71.,2.862420016102956e-41
71.5,2.9361814959373854e-41
72.,3.0108832156050774e-41
72.5,3.086513797835038e-41
73.,3.1630613430710813e-41
73.5,3.2405134353478173e-41
74.,3.318857148569383e-41
74.5,3.398079053184807e-41
75.,3.478165223253573e-41
75.5,3.5591012438946426e-41
76.,3.640872219111741e-41
76.5,3.7234627799875067e-41
77.,3.8068570932386534e-41
77.5,3.891038870124076e-41
78.,3.975991375697459e-41
78.5,4.0616974383956886e-41
79.,4.1481394599540245e-41
79.5,4.235299425638817e-41
80.,4.3231589147881447e-41
80.5,4.411699111650636e-41
81.,4.500900816512374e-41
81.5,4.5907444571016504e-41
82.,4.681210100261028e-41
82.5,4.772277463876028e-41
83.,4.863925929049525e-41
83.5,4.956134552510762e-41
84.,5.0488820792477e-41
84.5,5.142146955351316e-41
85.,5.235907341060253e-41
85.5,5.330141123994098e-41
86.,5.424825932563487e-41
86.5,5.5199391495451e-41
87.,5.615457925809454e-41
87.5,5.711359194189471e-41
88.,5.807619683477504e-41
88.5,5.904215932538693e-41
89.,6.001124304528267e-41
89.5,6.098321001200496e-41
90.,6.195782077296935e-41
